"id","title","startYear","endYear","abstract"
678860,"Access to I4MS","2015","2018","Manufacturing is key Europe’s future, but its manufacturing sector has been losing ground. Now the world is on the brink of another industrial revolution, characterized by deep integration of ICT in manufacturing. EU industries are well placed to benefit from the new ICT- driven industry. SMEs need to participate in and benefit from the new industrial revolution. To turn this vision into reality for European SMEs the I4MS project aims to increase the uptake of ICT by manufacturing  SMEs. It does so through innovation and support actions. The Access to I4MS (XS2I4MS) proposal is  a support action to advance the I4MS ecosystem, and expand its coverage. Its impact is increased quality and size of the I4MS ecosystem, innovation uptake, matching supply and demand of ICT-related manufacturing.

XS2I4MS will support the continued expansion of services provided by I4MS Gate, the single portal for the I4MS community (WP1). It will serve the existing I4MS community, newcomers, as well as  the European I4MS community at large. The project will build a solid information base for I4MS in WP2: I4MS Observatory. Sharing best practices and dissemination (WP3) aims to extend the reach and impact of IMS as widely as possible. Brokerage services (WP4) are aimed at increasing the number of SMEs participating in I4MS. Specifically the outreach activities in WP5 (Mentoring and Coaching for Regional Innovation Hubs) aim to extend the network to include SMEs in regions not currently participating in I4MS. WP6 (Management and Coordination) will ensure effective coordination of tasks.

The XS2I4MS consortium presents a strong mix of organisations to realise excellence and impact. Three large European applied research organisations, TNO, Fraunhofer and VTT, have as their core business transfer of technologies to manufacturing. They have state-of-the art facilities in open innovation. They have programs tailoring technologies and business models to the needs of SMEs. The Manufacturing Technology Centre (MTC) is specialized on advanced manufacturing and has a dedicated Training Centre. Brainport Development has a major role to support high-tech SME start-ups in developing business plans, and accessing finance for growth."
680603,"Flexibility Activated Zero Energy Districts","2015","2018","The Ren(n)ovates proposal focuses on the deployment and demonstration of an innovative systemic, 4-step holistic approach comprising state-of-the-art renovation with state-or-the-art smart ICT control. Deep renovation of residential buildings will be carried out including the installation of a standardised pre-fabricated energy module equipped with communication technology converting the buildings into Net Zero Energy Buildings. This can be achieved with minimal disturbance to the tenant and with minimal renovation costs for the tenant/building owner by means of an innovative business model. The inclusion of interoperable smart control strategies introduced at building- , cluster- and business level, implemented on existing software platforms and standard compliant serve to ‘unlock’ the residential energy flexibility for grid and system level services. The project addresses the call for Energy-Efficient Buildings (H2020-EeB-2015), more specifically the topic EeB-08-2015 : Integrated Approach to Retrofitting of Residential Buildings."
680997,"Free Respiratory Evaluation and Smoke-exposure reductionby primary Health cAre Integrated gRoups","2015","2018","FRESH AIR is a 3 year project which addresses the urgent need to prevent, diagnose and treat lung diseases in LMICs and other low-resource settings where the greatest burden of disease is experienced. Our Consortium brings together leading international respiratory researchers, clinicians and policy experts from EU member states and the US who have expertise and experience of the challenges of implementation in LMICs and healthcare providers, policy makers and implementers from four countries that represent very different low-resource settings.  

Members will work together to adapt and test innovation and evidence-based practice in the prevention, diagnosis and treatment of lung disease in four low-resource settings in Uganda, Kyrgyz Republic, Vietnam and Greece with high levels of tobacco consumption and exposure to Household Air Pollution (HAP). In so doing, the Consortium will transfer skills and technology from EU member states and the US to new contexts and explore a range of implementation science research questions. The new knowledge this generates will be widely disseminated nationally, regionally and internationally, ensuring the scale-up of interventions tested by the project and global impact of research findings.  The project will also provide new perspectives on policy issues of concern to EU members, increase the international profile of EU funded research on key health challenges and open up markets for healthcare innovations. 

The project has 7 specific objectives focused on the following:

1. Identifying factors influencing the implementation of evidenced-based interventions.
2. Exploring which awareness-raising approaches are most effective in achieving behaviour change.
3. Adapting interventions that provide smoking cessation support.
4. Testing innovative diagnostic methods for COPD.
5. Promoting pulmonary rehabilitation as a low cost treatment.
6. Reducing children’s risk of lung damage.
7. Generating new knowledge, innovation and scalable models."
680997,"Free Respiratory Evaluation and Smoke-exposure reductionby primary Health cAre Integrated gRoups","2015","2018","FRESH AIR is a 3 year project which addresses the urgent need to prevent, diagnose and treat lung diseases in LMICs and other low-resource settings where the greatest burden of disease is experienced. Our Consortium brings together leading international respiratory researchers, clinicians and policy experts from EU member states and the US who have expertise and experience of the challenges of implementation in LMICs and healthcare providers, policy makers and implementers from four countries that represent very different low-resource settings.  

Members will work together to adapt and test innovation and evidence-based practice in the prevention, diagnosis and treatment of lung disease in four low-resource settings in Uganda, Kyrgyz Republic, Vietnam and Greece with high levels of tobacco consumption and exposure to Household Air Pollution (HAP). In so doing, the Consortium will transfer skills and technology from EU member states and the US to new contexts and explore a range of implementation science research questions. The new knowledge this generates will be widely disseminated nationally, regionally and internationally, ensuring the scale-up of interventions tested by the project and global impact of research findings.  The project will also provide new perspectives on policy issues of concern to EU members, increase the international profile of EU funded research on key health challenges and open up markets for healthcare innovations. 

The project has 7 specific objectives focused on the following:

1. Identifying factors influencing the implementation of evidenced-based interventions
2. Exploring which awareness-raising approaches are most effective in achieving behaviour change
3. Adapting interventions that provide smoking cessation support
4. Testing innovative diagnostic methods for COPD
5. Promoting pulmonary rehabilitation as a low cost treatment
6. Reducing children’s risk of lung damage
7. Generating new knowledge, innovation and scalable models."
684937,"Demonstration of an Innovative concept for high quality Transport of Perishable Agro Food Liquids inducing a Modal shift to Short Sea and River transport","2015","2017","The Agro Highway provides a new, innovative mode of transport for perishable food liquids that will enable a disruptive breakthrough for transport and agriculture. The Agro Highway will develop, demonstrate and validate an aseptic, temperature controlled, quality monitoring, self-loading cargo system that will stimulate a shift in transport from road to water. The Agro Highway consortium aims to:
• provide a flexible, maritime transport solution for perishable agro food liquids;
• reduce costs for transport over middle to long distances;
• increase the maximum transport distance and capacity. This is especially important for milk, the most important EU agro product. Increase of the maximum transport distance, will allow producers to reach new markets upon release of the milk quota;
• optimize the supply chains, by reducing the necessity of pre- and post-processing and eliminating packaging waste while improving product quality and reducing their environmental impact.

Together, this will result in a higher market value of the transported goods and completely new market opportunities for the EU transport and agricultural sector.

The project will:
• offer growth opportunities and new business opportunities for both SMEs directly involved in the project and connected third parties (mostly SMEs) that provide materials and services, increasing their profitability; in 2026 over € 100 mln/year of turnover will be created for the participants and their subcontractors;
• accelerate market uptake and investments by the direct involvement of end users, financers and investors, lining up all the key players necessary for upscaling and commercializing the Agro Highway;
• create new and improved business opportunities and open up new markets for the transport and agro sector, improving the EU’s market position and potential;
• result in over 1.400 new jobs by 2026 with the participants and their subcontractors."
684937,"Demonstration of an Innovative concept for high quality Transport of Perishable Agro Food Liquids inducing a Modal shift to Short Sea and River transport","2015","2018","The Agro Highway provides a new, innovative mode of transport for perishable food liquids that will enable a disruptive breakthrough for transport and agriculture. The Agro Highway will develop, demonstrate and validate an aseptic, temperature controlled, quality monitoring, self-loading cargo system that will stimulate a shift in transport from road to water. The Agro Highway consortium aims to:
• provide a flexible, maritime transport solution for perishable agro food liquids;
• reduce costs for transport over middle to long distances;
• increase the maximum transport distance and capacity. This is especially important for milk, the most important EU agro product. Increase of the maximum transport distance, will allow producers to reach new markets upon release of the milk quota;
• optimize the supply chains, by reducing the necessity of pre- and post-processing and eliminating packaging waste while improving product quality and reducing their environmental impact.

Together, this will result in a higher market value of the transported goods and completely new market opportunities for the EU transport and agricultural sector.

The project will:
• offer growth opportunities and new business opportunities for both SMEs directly involved in the project and connected third parties (mostly SMEs) that provide materials and services, increasing their profitability; in 2026 over € 100 mln/year of turnover will be created for the participants and their subcontractors;
• accelerate market uptake and investments by the direct involvement of end users, financers and investors, lining up all the key players necessary for upscaling and commercializing the Agro Highway;
• create new and improved business opportunities and open up new markets for the transport and agro sector, improving the EU’s market position and potential;
• result in over 1.400 new jobs by 2026 with the participants and their subcontractors."
684937,"Demonstration of an Innovative concept for high quality Transport of Perishable Agro Food Liquids inducing a Modal shift to Short Sea and River transport","2015","2017","The Agro Highway provides a new, innovative mode of transport for perishable food liquids that will enable a disruptive breakthrough for transport and agriculture. The Agro Highway will develop, demonstrate and validate an aseptic, temperature controlled, quality monitoring, self-loading cargo system that will stimulate a shift in transport from road to water. The Agro Highway consortium aims to:
• Provide a flexible, maritime transport solution for perishable agro food liquids;
• Reduce costs for transport over middle to long distances;
• Increase the maximum transport distance and capacity. This is especially important for milk, the most important EU agro product. Increase of the maximum transport distance, will allow producers to reach new markets upon release of the milk quota;
• Optimize the supply chains, by reducing the necessity of pre- and post-processing and eliminating packaging waste while improving product quality and reducing their environmental impact.

Together, this will result in a higher market value of the transported goods and completely new market opportunities for the EU transport and agricultural sector.

The project will:
• Offer growth opportunities and new business opportunities for both SMEs directly involved in the project and connected third parties (mostly SMEs) that provide materials and services, increasing their profitability; in 2026 over € 100 mln/year of turnover will be created for the participants and their subcontractors;
• Accelerate market uptake and investments by the direct involvement of end users, financers and investors, lining up all the key players necessary for upscaling and commercializing the Agro Highway;
• Create new and improved business opportunities and open up new markets for the transport and agro sector, improving the EU’s market position and potential;
• Result in over 1.400 new jobs by 2026 with the participants and their subcontractors."
684937,"Demonstration of an Innovative concept for high quality Transport of Perishable Agro Food Liquids inducing a Modal shift to Short Sea and River transport","2015","2018","The Agro Highway provides a new, innovative mode of transport for perishable food liquids that will enable a disruptive breakthrough for transport and agriculture. The Agro Highway will develop, demonstrate and validate an aseptic, temperature controlled, quality monitoring, self-loading cargo system that will stimulate a shift in transport from road to water. The Agro Highway consortium aims to:
• Provide a flexible, maritime transport solution for perishable agro food liquids;
• Reduce costs for transport over middle to long distances;
• Increase the maximum transport distance and capacity. This is especially important for milk, the most important EU agro product. Increase of the maximum transport distance, will allow producers to reach new markets upon release of the milk quota;
• Optimize the supply chains, by reducing the necessity of pre- and post-processing and eliminating packaging waste while improving product quality and reducing their environmental impact.

Together, this will result in a higher market value of the transported goods and completely new market opportunities for the EU transport and agricultural sector.

The project will:
• Offer growth opportunities and new business opportunities for both SMEs directly involved in the project and connected third parties (mostly SMEs) that provide materials and services, increasing their profitability; in 2026 over € 100 mln/year of turnover will be created for the participants and their subcontractors;
• Accelerate market uptake and investments by the direct involvement of end users, financers and investors, lining up all the key players necessary for upscaling and commercializing the Agro Highway;
• Create new and improved business opportunities and open up new markets for the transport and agro sector, improving the EU’s market position and potential;
• Result in over 1.400 new jobs by 2026 with the participants and their subcontractors."
686454,"Diode Die Fatigue Characterisation and Testing","2016","2018","Future aircraft will use more electrical power, which increases the use of power electronics. The increased demand for electrical power also means that aircraft electrical generators must be scaled up accordingly. One type of power-electronic components is the power diode, consisting of the semiconductor diode die and a package to provide amongst others the electrical connections. In the case of a three-stage brushless generator, a diode rectifier is part of the rotor. The local environment is very harsh; the diodes must endure high temperatures due to heat generation (in the diodes and also in the rest of the generator) in an already hot engine environment, high rotation-induced compression stress, thermally induced shear stress, and low temperatures when the generator is not running. Still, the diodes must perform reliably with low losses.

New ways of packaging diodes using the bare silicon dies, and also new semiconductor technologies such as silicon carbide are currently finding their way to these harsh-environment applications. Both trends promise large benefits for size, weight, thermal and electrical performance. However, it is not always certain if the new packages and components have sufficient long-term reliability in this harsh environment.

DiDi (FaCT) will accurately model the thermo-mechanical stresses to determine an aging model of the diode dies. In parallel, a dedicated test bench will be developed and used to put multiple diode dies to a long-term combined thermo-mechanical stress test. At the end of the project, DiDi combines all information and delivers an optimised and validated aging model of the dies. The result will be very valuable for users of power electronic dies in harsh environments such as aircraft generators, as it allows to optimise the die package design with due regard to long-term reliability, which in turn paves the way towards large weight and efficiency improvements in generators and other equipment."
687242,"SMILE - SMall Innovative Launcher for Europe","2016","2018","Current launchers (ARIANE6 and VEGA C) will guarantee Europe’s independent access to space for the high-end satellite market. These launchers however are significantly less attractive for classes of smaller satellites.
  
The SMILE initiative therefore addresses reliable, affordable, quick and frequent access to space for the emerging market of small satellites up to 50 kg, fulfilling the needs from the European space RTD community and commercial initiatives to put satellites into preferred orbits within a preferred time window. Herewith a market niche is addressed, which is projected to grow significantly in the coming decades and presently lacks availability of a European launcher. 

The project focuses on research and innovation to obtain European solutions enabling the development and realization of such a launcher system. Main objectives are to:
• develop a concept for an innovative, cost-effective European launcher system for small satellites (target price below 50.000 Euro/kg)
• design a Europe-based ground facility for these launcher systems
• increase the Technology Readiness Level of several critical technologies required for such a launcher including the development and demonstration of component prototypes
• create a roadmap defining the development plan for the launcher system from a technical operational and economical perspective

These objectives are achieved through combined research into a novel and innovative launcher system following a multidisciplinary concurrent engineering design and optimization approach. The overall design and development process encompasses technology and process advances aiming at cost reduction, such as series production, re-usability, and the applicability of European industrial grade components. 

The consortium is composed of organizations in relevant fields from eight European countries, from well-established and experienced SMEs to young and innovative start-ups."
687242,"SMILE - SMall Innovative Launcher for Europe","2016","2018","Current launchers (ARIANE6 and VEGA C) will guarantee Europe’s independent access to space for the high-end satellite market. These launchers however are significantly less attractive for classes of smaller satellites.
  
The SMILE initiative therefore addresses reliable, affordable, quick and frequent access to space for the emerging market of small satellites up to 50 kg, fulfilling the needs from the European space RTD community and commercial initiatives to put satellites into preferred orbits within a preferred time window. Herewith a market niche is addressed, which is projected to grow significantly in the coming decades and presently lacks availability of a European launcher. 

The project focuses on research and innovation to obtain European solutions enabling the development and realization of such a launcher system. Main objectives are to:
• Develop a concept for an innovative, cost-effective European launcher system for small satellites (target price below 50.000 Euro/kg).
• Design a Europe-based ground facility for these launcher systems.
• Increase the Technology Readiness Level of several critical technologies required for such a launcher including the development and demonstration of component prototypes.
• Create a roadmap defining the development plan for the launcher system from a technical operational and economical perspective.

These objectives are achieved through combined research into a novel and innovative launcher system following a multidisciplinary concurrent engineering design and optimization approach. The overall design and development process encompasses technology and process advances aiming at cost reduction, such as series production, re-usability, and the applicability of European industrial grade components. 

The consortium is composed of organizations in relevant fields from eight European countries, from well-established and experienced SMEs to young and innovative start-ups."
687777,"Photonic Integrated Circuits Accessible to Everyone","2016","2018","The prime objective of PICs4All is to increase the impact of photonics and enable access to the advanced photonic integrated circuit (PIC) technologies for academia, research institutes, SMEs and larger companies. This will be achieved by establishing a European network of Application Support Centres (ASCs) in the field of PIC technology. The main task of the ASCs is to lower the barrier to Researchers and SMEs for applying advanced PICs, and thus to increase the awareness of the existence of the worldwide unique facility provided by JePPIX (InP and TriPleX PIC design, manufacturing, testing and packaging).
The main objectives of PICs4All are: active scouting opportunities for the use of PICs; promoting the use of the PIC platforms; strengthening Europe’s industrial lead in the business of integrated photonics; bringing together academia to explore photonics and promote its critical importance. These will be achieved by: reaching out to potential users that are not yet aware of the benefits of PIC’s; organizing PIC design courses, workshops; connecting users to optical chip designers; assisting access to Multi-Project Wafer runs for PIC fabrication; actual supporting in layout design and testing of prototype PICs. All the activities are advocated by publicity e.g. newsletters, application notes and participation in conferences and exhibitions.
PICs4All ASCs will actively support users in taking full advantage of the PIC-technology and its deployment in existing and new applications. For this reason it combines the two targets of an EC supported CSA, i.e. enabling the access to advanced design, fabrication and characterisation facilities, and stimulating the innovation potential of users, esp. SMEs, by supplying hands-on support in developing their business cases. All this is achieved by connecting existing PIC-development infrastructure throughout Europe and by lowering the risk at the investment stage in PIC development by enabling access to low-cost prototyping."
688093,"Bringing flexible organic electronics to pilot innovation scale","2016","2018","“Bringing flexible organic electronics to pilot innovation scale” (PI-SCALE) is a highly needed response to bridge the gap which exists today between promising laboratory scale results of highly efficient flexible OLED modules and mass manufacturing of high value-added products. The project will integrate existing European infrastructures into a “European flexible OLED pilot line”, which will operate in an open access mode and serve customers from along the value chain with individual product designs, validation of upscaling concepts, and system-level flexible OLED integration. 

The Consortium will connect the most advanced pilot line facilities with the best material providers and equipment manufacturers, creating a service that will offer substantial numbers of flexible OLEDs that can meet efficiency, durability and cost requirements of end users. Together with end-users for various markets, such as automotive and designer luminaires, PI-SCALE will demonstrate the capabilities of this pilot line doing process optimisation for product demonstrators to enable cost efficient production and facilitate an effective market introduction.  

In addition PI-SCALE will include a number of outreach activities to actively engage and educate interested users and suppliers for flexible OLEDs in interactive product concept development. PI-SCALE will not only support the market acceptance of flexible OLED products, but it will also ensure that prototype ideas from European companies will have the possibility of reaching a semi-industrial scale in a very short time."
688572,"Wafer scale Integration of Photonics and Electronics","2016","2018","The WIPE project aims at developing hybrid electronic-photonic chips as a key enabling technology for data transmission purposes. It aims at bringing photonics to a new level by developing a concept that can be well industrialised. This sustains EU leadership in photonics, as is the ambition of the work program.   

A new wafer-scale technology will thus be developed for direct and intimate attachment of III-V Indium-Phosphide (InP) photonic integrated circuits (PICs) and BiCMOS electronic chips (ICs). The ICs contain the driver, receiver andcontrol electronics for the PIC and enable direct connection to polymer optical waveguides. This technology of ‘wafer scale heterogeneous integration’ enables high-performance and high-density photonic-electronic (photronic) modules are created having a lower energy consumption, lower packaging complexity and lower cost compared to modules using more traditional interconnection techniques like wire bonding and laser welding of fibre connections. 

Next to the new bonding technology, an integrated module design technology is developed for efficient co-design of hybrid photonic and electronic modules. A library consisting of photonic/electronic standard modules, is created leveraging the process design kits (PDKs) of the most important European foundries of photonic chips in combination with a powerful BiCMOS. These tools are of significantimportance to industry, since they offer photronic module designers a standardised approach that highly facilitates the module design for SMEs and affordable manufacturing by photonic and electronic foundries. The PDK is demonstrated through the prototyping of a 400Gb/s transceiver for data centre applications."
691262,"Intelligent needle tracking using ultrasound imaging for improved minimally invasive interventions","2015","2017","Developments in medical care are driven by increasing patient care quality and reducing cost. In the field of anaesthesia, the use of regional techniques has led to improved patient outcome and reduced costs compared to general anaesthesia. However, only 60% of anaesthesiologists perform peripheral nerve block procedures regularly. A wider adoption is hindered by lack of adequate technology. Currently they are largely navigating “in the blind”, using indirect measures as well as their anatomical experience to decide where they should inject. The INTUI-VIEW solution will change this.
In the INTUI-VIEW project, Philips, B.Braun and Oslo University Hospital are partnering in order to bring an ultrasound tablet solution with needle tracking technology to the market. The solution is a revolutionary and new technique. It will speed up transition from general anesthesia to regional anesthesia. Patients will receive better, first time right regional anesthesia procedures, avoiding needle misplacements. The clinicians will receive a tool allowing them to do a safer, faster job with more predictable outcome. Finally, it will help hospital and health care systems to be more efficient by avoiding to waste expensive and limited resources.
The scope of the project is to finalize the development of the INTUI-VIEW platform towards market introduction, industrialise and validate it in clinical settings, obtain regulatory approval and prepare market launch (2017). 
The two industrial partners are targeting a turnover of EUR 110 Mio in 2024, and a cumulative sales volume of EUR 700 Mio in 2024. Market adoption is expected to be 14% globally which translates into the treatment of 4.6 mln patients with INTUI-VIEW in 2024.
In total, about 143 jobs will be created in both companies. In the R&D phase 30 FTE in Philips and 12 FTE in BBraun will be employed. After product launch 15 FTE in Philips (operations, service and support) and 86 FTE in B.Braun (production, marketing, sales)."
691262,"Intelligent needle tracking using ultrasound imaging for improved minimally invasive interventions","2015","2018","Developments in medical care are driven by increasing patient care quality and reducing cost. In the field of anaesthesia, the use of regional techniques has led to improved patient outcome and reduced costs compared to general anaesthesia. However, only 60% of anaesthesiologists perform peripheral nerve block procedures regularly. A wider adoption is hindered by lack of adequate technology. Currently they are largely navigating “in the blind”, using indirect measures as well as their anatomical experience to decide where they should inject. The INTUI-VIEW solution will change this.
In the INTUI-VIEW project, Philips, B.Braun and Oslo University Hospital are partnering in order to bring an ultrasound tablet solution with needle tracking technology to the market. The solution is a revolutionary and new technique. It will speed up transition from general anesthesia to regional anesthesia. Patients will receive better, first time right regional anesthesia procedures, avoiding needle misplacements. The clinicians will receive a tool allowing them to do a safer, faster job with more predictable outcome. Finally, it will help hospital and health care systems to be more efficient by avoiding to waste expensive and limited resources.
The scope of the project is to finalize the development of the INTUI-VIEW platform towards market introduction, industrialise and validate it in clinical settings, obtain regulatory approval and prepare market launch (2017). 
The two industrial partners are targeting a turnover of EUR 110 Mio in 2024, and a cumulative sales volume of EUR 700 Mio in 2024. Market adoption is expected to be 14% globally which translates into the treatment of 4.6 mln patients with INTUI-VIEW in 2024.
In total, about 143 jobs will be created in both companies. In the R&D phase 30 FTE in Philips and 12 FTE in BBraun will be employed. After product launch 15 FTE in Philips (operations, service and support) and 86 FTE in B.Braun (production, marketing, sales)."
691495,"eco-friendly Ship Hull film system with fouling Release and fuel saving properties","2015","2018","The aim of the eSHaRk project is to finalise the development of an innovative new fouling protection system for commercial vessels, and to accelerate its market entry.

Fouling, defined as the settlement and growth of marine plants and animals on submerged structures, is a constant challenge for the shipping industry. Fouling results in higher hydrodynamic drag of vessels, which in turn translates into higher fuel usage and greenhouse gas emissions. A number of fouling protection technologies exist on the market, the most widely used being paint-based anti-fouling and fouling release coatings. However, these existing solutions face a number of challenges concerning their environmental impact, the efficiency of their application on ship hulls, and their effectiveness in protecting vessels against fouling.

The eSHaRk project aims to bring a new and innovative solution to the market, which will lead to a paradigm shift in the fouling protection business. This solution is based on self-adhesive foil technology, which not only maintains the current state-of-the-art fouling protection standards but is superior to existing paint-based solutions in terms of eco-friendliness, easiness of application, robustness, and drag reduction effects leading to fuel savings and reduction of GHG emissions.

As part of the eSHaRk project, the surface morphology of the foil will be optimised to enhance its drag reduction, fuel savings and emissions reduction benefits. In addition, a robotised laminator will be finalised to apply the foil on large commercial vessels in an automated way. A cruise vessel will be equipped with the foil to ensure full-scale testing and validation in operational conditions before market entry. The technology will then be ready for commercialisation immediately after project end, in late 2018."
691519,"EVA - patient ventilation beyond limits","2015","2018","EVA - Expiratory Ventilation Assistance – , or expiration by suction, is an innovative method to mechanically ventilate patients and is a key step in ventilation towards less-invasive, tailored and improved patient care as it enables:
1. full ventilation through a thin catheter instead of a thick tube
2. low and – if needed – negative pressures in the lungs promoting blood circulation
3. controlling the expiration, reducing sheer stress, which may prevent lung injury and improve patient outcome.

The EVA technology has already been on the market for some years in its most basic form: the manual, disposable emergency ventilator Ventrain®. Since market launch in 2011, Ventrain® is now being sold by 16 distributors in over 20 countries. 
Ventinova’s flagship is the “EVA device”: a fully automated ventilator based on EVA technology meeting the emerging needs of less invasive, tailored and improved patient care. First is focused on the large markets of elective surgical procedures and emergency care (€ 400 M, globally) and in 2nd generation on ICU-ventilation (€ 500 M, globally), before becoming ‘standard care’ (€ 4.6 billion, globally). The device, currently at TRL6, is still in development and CE marking is expected in Q3 2016. Next to marketing activities, such as organizing workshops and training sessions, and careful selection and support of distributors, penetration of the conservative medical market should be ensured by demonstration of better and tailored patient care using EVA ventilation in pre-clinical studies and controlled clinical trials. These are to be designed and executed in close collaboration with Key Opinion Leaders of established and world leading academic medical centers. 

The described technology and products are protected by 5 patent families and design and brand registrations. The products are manufactured in The Netherlands and a dedicated catheter in Ireland.  After CE marking, large non-EU markets are to be entered (e.g. USA, China, Russia)."
695996,"Improving the attractiveness of investments in energy efficiency and sustainability in buildings","2016","2018","BUILDINTEREST will structurally improve the financeability and attractiveness of investments in renewable energy or energy efficiency in buildings by creating three national sustainable energy financing platforms. Investments in renewable energy and energy efficiency are currently sub-optimal, forming an important bottleneck for Europe to reach its 20-20-20 targets. Particularly in the building sector, projects require high upfront investments, have high perceived risk, have to deal with complex planning and stakeholder issues, and suffer from split incentives. Since the building sector is also one of the largest energy users in Europe and faces a major and sustained investment challenge, BUILDINTEREST focuses on addressing financial issues in investment in sustainable energy and energy efficiency measures in buildings. BUILDINTEREST will develop three national sustainable energy financing platforms: in The Netherlands (Duurzaam Gebouwd), Italy (ASTER) and France (BPIFrance). These platforms will create a structural dialogue between the building and financial sector and develop essential tools and financial instruments that will increase attractiveness of investments in sustainable energy in buildings. BUILDINTEREST will also develop a roadmap, describing the barriers in financing sustainable energy investments as well as their solutions, and presenting a practical approach to the implementation of these solutions, from financial instruments and contract arrangements to calculation tools and policy measures. The project will also facilitate the implementation of these solutions by the building and financial sector during project operation. To further increase its impact, BUILDINTEREST aims at rapid replication of the national platforms in other European countries. Among other activities, 6 large-scale (inter)national events are organized during the project. BUILDINTEREST will reduce uncertainty regarding investments in sustainable buildings, and increased investors' confidence and trust."
696124,"Market Surveillance Action for Tyres 2015","2016","2018","MSTyr15 (Market Surveillance Action TYRes 2015) will help deliver the economic and environmental benefits of Regulation (EC) No. 1222/2009 on the labelling of tyres with respect to fuel efficiency.
It will achieve this by:
• Coordinating the monitoring, verification and enforcement activities of 13 Market Surveillance Authorities (MSAs) across the Single Market  and Turkey;
• Improving the effectiveness of the MSAs through skills-building training, the provision of guidelines and the promotion of Best Practices.
MSTyr15 will enhance the functioning of the European Single Market by ensuring that the tyres regulatory measures are effectively enforced across MS. It will deliver energy savings >105 GWh/year through removing incorrectly labelled tyres from the market.
Experience and resources for enforcement have been very limited in many MS since the tyres regulations were introduced in 2009. MSTyr15 includes mechanisms for assisting the skills development of less experienced staff and their authorities, supporting the adoption of common best practices and providing budgets to cover the high costs of testing tyres to the required standards.
It will coordinate market surveillance actions involving checks on in excess of 15,000 tyres. It will deliver a higher level of surveillance activities that go beyond testing. The consortium will work closely with other non-participating MSAs across the EEA though its liaison with the Tyres ADCO. Additionally, the MSTyr15 consortium will work together with an Advisory Board comprising of supply-side business, consumer organisations and environmental NGOs. 
The expected results are: 
- Adoption of best practices;
- Market surveillance being undertaken in a more cost effective and consistent manner;
- Increased awareness of and respect for market surveillance by tyres suppliers and users; 
- Effective enforcement of EC Regulation on the labelling of tyres resulting in substantial energy savings expected to be better than 105 GWh/year."
700862,"Leukocyte immunoglobulin-like receptors (LILRs) on neutrophils","2016","2018","Neutrophils provide the first-line of antimicrobial defence and orchestrate inflammation. They are tightly regulated by ligand-receptor interactions to ensure pathogen clearance and to prevent host damage. Targeting receptors, with natural or synthetic ligands, that control neutrophil functions is a promising strategy to control infections and inflammation. However, basic knowledge on the role of certain receptors in neutrophil biology, and their interactions with pathogens, has been neglected. This includes leukocyte immunoglobulin-like receptors (LILRs), a family of surface receptors that are potent regulators of immune cell activity and potential targets of immunotherapeutic strategies. 

The major aim of this project is to comprehensively understand how LILRs regulate neutrophil functions, to identify bacterial ligands of LILRs and to test whether each bacteria-derived LILR ligand has pro- or anti-inflammatory properties that could be exploited in future immunotherapeutic strategies. For the first time, we will extensively characterise the functional role of four representative LILRs in controlling neutrophil functions. We will screen our newly developed high-throughput bacteria secretome phage display libraries, representative of 20 pathogens and the entire human gut microbiome, for identifying bacterial molecules that bind to LILRs. Finally, we will determine whether each of the ligands acts as a LILR agonist or antagonist. These experiments build upon expertise and preliminary results of the applicant, and upon unique resources of the host. The proposed experiments will expand knowledge of the function of poorly studied LILRs on neutrophils. This will advance knowledge of neutrophils, immune responses and bacterial pathogenesis, paving the way for identifying new strategies for treatment of infection and inflammation."
700925,"A novel 3D Stereoscopic e-learning SolutIon for theoretical Surgical Training","2016","2018","The SurgASSIST project aims to improve surgical care by changing the way surgeons are educated. The SurgASSIST project provides an online educational program, the INCISION Academy, that uses 3D visualizations (stereoscopic videos and animations) to teach surgical procedures step-by-step, based on state-of-the-art scientific research and best-practice surgical care. Surgery is a three dimensional trade and the use of 3D stereoscopic techniques creates a unique and realistic online environment in which residents and surgeons can learn, train and be tested on best-practice based surgical procedures and anatomy. With the INCISION Academy prototype, the value of this innovative educational approach has been demonstrated. To reach market introduction of the INCISION Academy, the SurgASSIST consortium will undertake activities to establish a strong value chain from production to distribution: (1) complete the INCISION Academy curriculum, (2) add 3D virtual reality online surgery to increase product value, (3) establish the LMS system for worldwide distribution, and (4) create the commercialisation strategy. 
Potential users, surgical residents, surgical trainers, and surgeons, cope with an ever increasing workload and need tools to relieve work pressure and improve quality. After this project, the INCISION Academy will be available as worldwide surgical online training tool to train surgical residents with higher quality than before while saving time of surgical trainers. In addition, the INCISION Academy provides a timesaving online alternative for continued medical education of surgeons (CME). The European markets for training of surgical residents and CME amount to € 187,5 and € 158 million respectively. The easy-access, unparalleled high quality, and use of 3D technologies places the INCISION Academy in an excellent commercial position to acquire a significant market share in Europe and subsequently in the USA, China, Southern America and developing countries."
